Field,Date,Initials,Cycle,DISS_Initials,DISS_G_Unpara,DISS_G_Para,DISS_G_fungus,DISS_G_p+f,DISS_R_Unpara,DISS_R_Para,DISS_R_Fungus,DISS_R_p+f
246,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,18-Jul-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,LBG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Jul-19,LBG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,LBG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Jul-19,LBG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,25-Jul-19,CD,2,LBG,28,0,0,0,3,2,0,0
218,25-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,25-Jul-19,LBG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,25-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,25-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,25-Jul-19,LBG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jul-19,EG,3,EG,8,1,5,0,0,0,0,0
246,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jul-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,25-Jul-19,EG,1,CD,39,8,0,0,13,1,0,0
408,25-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,25-Jul-19,LBG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,25-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,25-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,25-Jul-19,LBG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Jul-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Jul-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Jul-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1-Aug-19,MB,2,LBG,58,6,0,0,6,1,0,0
218,1-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1-Aug-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1-Aug-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,1-Aug-19,MB,3,LBG,72,4,0,0,23,1,0,0
506SE,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,1-Aug-19,MB,3,LBG,71,2,0,0,27,0,0,0
576N,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1-Aug-19,MB,3,LBG,71,10,0,0,17,2,0,0
246,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1-Aug-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1-Aug-19,MB,1,LBG,80,0,1,0,21,0,0,0
408,1-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1-Aug-19,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1-Aug-19,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,5-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,CD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Aug-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,12-Aug-19,CD,2,EG,30,5,33,6,2,0,8,0
218,12-Aug-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,12-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,12-Aug-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,12-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,12-Aug-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,12-Aug-19,CD,1,EG,30,5,33,6,2,0,8,0
408,12-Aug-19,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,12-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,12-Aug-19,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,12-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,12-Aug-19,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,16-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Aug-19,CD,4,LBG,57,10,0,0,9,0,0,0
506SE,16-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Aug-19,CD,4,CD,63,1,0,0,15,0,0,0
576N,16-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Aug-19,EG,4,CD,46,5,4,1,6,3,7,0
246,16-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,EG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,16-Aug-19,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Aug-19,EG,2,CD,80,14,1,0,17,2,1,0
218,19-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Aug-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Aug-19,EG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Aug-19,CD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Aug-19,CD,4,CD,71,11,0,0,16,2,0,0
506SE,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Aug-19,CD,4,CD,60,12,0,0,24,4,1,0
576N,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Aug-19,CD,4,CD,56,12,1,0,23,8,0,0
246,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,19-Aug-19,CD,1,CD,93,0,4,0,3,0,0,0
408,19-Aug-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,19-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,19-Aug-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,19-Aug-19,CD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,19-Aug-19,EG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Aug-19,CD,4,EG,21,6,35,9,5,2,11,4
506SE,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Aug-19,CD,4,EG,21,10,36,9,4,0,9,1
576N,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Aug-19,CD,4,LBG,51,11,3,0,15,6,3,0
246,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,22-Aug-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,22-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,27-Aug-19,EG,4,"EG, LBG",49,15,21,3,6,13,4,1
506SE,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,27-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,27-Aug-19,EG,4,LBG,57,12,4,0,25,3,0,0
576N,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,27-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,27-Aug-19,EG,4,EG,21,1,36,12,8,0,16,4
